data_solicitacao;ano_sol;caso_sirsaelp;unidade;superintendencia;diretoria;competencia;tipopericia;perito
2025-01-29 13:24:00;2025;2025.2.1264;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-29 13:53:00;2025;2025.2.1266;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-01-29 14:55:00;2025;2024.18.2295;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Pesquisa de Saliva;DIEGO
2025-01-29 16:24:00;2025;2025.8.1345;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;RAFAEL
2025-01-29 17:47:00;2025;2025.8.1732;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Local de Furto;FLÁVIO
2025-01-29 17:53:00;2025;2024.23.2737;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2025-01-30 08:55:00;2025;2025.4.642;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;IURY
2025-01-30 09:28:00;2025;2025.21.342;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Parcelamento de Solo;JEFFERSON
2025-01-30 10:48:00;2025;2024.1.12356;Joinville;Joinville;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;RICHARD
2025-01-30 11:29:00;2025;2025.2.1298;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-30 11:44:00;2025;2025.2.1300;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-01-30 12:41:00;2025;2024.8.16787;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2025-01-30 15:07:00;2025;2024.8.16984;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Local de Furto;FLÁVIO
2025-01-30 15:21:00;2025;2025.8.1788;Balneário Camboriú;Balneário Camboriú;Criminalística;Documentoscopia;Exame Grafoscópico de Autoria Gráfica;DANIELLE
2025-01-30 15:44:00;2025;2025.10.130;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2025-01-30 15:45:00;2025;2025.10.130;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2025-01-30 16:04:00;2025;2025.27.54;Lages;Lages;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ARTUR
2025-01-30 16:26:00;2025;2025.4.656;Joinville;Joinville;Criminalística;Documentoscopia;Exame em Documentos Digitais;IURY
2025-01-30 17:24:00;2025;2024.12.5347;Rio do Sul;Blumenau;Médico Legal;Traumatologia Forense;Lesão Corporal;RODOLFO
2025-01-30 17:44:00;2025;2024.12.4883;Rio do Sul;Blumenau;Médico Legal;Traumatologia Forense;Lesão Corporal;RODOLFO
2025-01-30 18:01:00;2025;2024.2.13222;Florianópolis;Florianópolis;Criminalística;Merceologia;Contrafação de produtos;CAMILA
2025-01-31 10:12:00;2025;2024.2.13222;Florianópolis;Florianópolis;Criminalística;Merceologia;Contrafação de produtos;CAMILA
2025-01-31 10:15:00;2025;2025.2.1333;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 10:20:00;2025;2025.2.1334;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 10:24:00;2025;2025.2.1335;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 10:42:00;2025;2022.24.1453;Florianópolis;Florianópolis;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;NIKSON
2025-01-31 11:00:00;2025;2020.8.7169;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 11:04:00;2025;2025.2.1339;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-01-31 11:04:00;2025;2025.2.1337;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 11:08:00;2025;2025.2.1338;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 11:12:00;2025;2025.2.1340;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 11:19:00;2025;2025.2.1341;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-01-31 11:20:00;2025;2025.8.1818;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-01-31 11:24:00;2025;2025.2.1345;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 12:11:00;2025;2025.8.1483;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Exame de Dano;FLÁVIO
2025-01-31 13:15:00;2025;2025.27.5;Lages;Lages;Médico Legal;Traumatologia Forense;Lesão Corporal;ALINI
2025-01-31 13:18:00;2025;2025.2.1351;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-01-31 13:48:00;2025;2025.2.1353;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 13:54:00;2025;2025.2.1355;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-01-31 13:58:00;2025;2025.2.1356;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-01-31 14:13:00;2025;2025.2.1358;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-01-31 14:18:00;2025;2025.2.1359;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-01-31 15:18:00;2025;2024.4.8577;Blumenau;Blumenau;Criminalística;Local de crime contra a vida;Local de Morte;IURY
2025-01-31 16:08:00;2025;2025.21.366;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Parcelamento de Solo;JEFFERSON
2025-01-31 18:11:00;2025;2024.4.7849;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;IURY
2025-02-02 09:13:06;2025;2025.1.1255;Joinville;Joinville;Médico Legal;Tanatologia Forense;Necrópsia;GIULIANO
2025-02-03 09:29:00;2025;2025.2.1423;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-03 09:52:00;2025;2025.2.1425;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-03 09:55:00;2025;2025.2.1427;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-02-03 10:13:00;2025;2025.2.1426;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-03 10:22:00;2025;2025.2.1428;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 10:28:00;2025;2021.8.14232;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 10:30:00;2025;2025.2.1429;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 10:40:00;2025;2024.8.5451;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 10:46:00;2025;2022.8.9820;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 10:48:00;2025;2025.2.1430;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 10:55:00;2025;2025.2.1431;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 11:18:00;2025;2025.2.1432;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 11:21:00;2025;2025.2.1434;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 11:36:00;2025;2025.2.1435;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 12:06:00;2025;2025.2.1437;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 12:14:00;2025;2025.4.466;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2025-02-03 12:35:00;2025;2024.4.6487;Blumenau;Blumenau;Criminalística;Local de crime contra o patrimônio;Exame de Dano;IURY
2025-02-03 12:58:00;2025;2025.2.1441;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 13:19:00;2025;2023.8.16795;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 13:21:00;2025;2025.2.1446;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 13:27:00;2025;2025.2.1450;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 13:32:00;2025;2025.2.1452;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 13:56:00;2025;2019.7.434;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 14:01:00;2025;2025.2.1454;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-03 14:07:00;2025;2025.2.1456;Florianópolis;Florianópolis;Criminalística;Documentoscopia;Exame Grafoscópico de Unicidade de Punhos;DANILO
2025-02-03 15:59:00;2025;2025.2.1462;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-03 16:12:00;2025;2025.33.530;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2025-02-03 16:53:00;2025;2025.33.482;Florianópolis;Florianópolis;Criminalística;Local de crime contra a vida;Local de Morte;PEDRO
2025-02-03 17:45:00;2025;2023.4.5968;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;IURY
2025-02-04 01:09:45;2025;2025.17.403;Araranguá;Criciúma;Médico Legal;Traumatologia Forense;Lesão Corporal;João
2025-02-04 03:22:15;2025;2025.18.241;Concórdia;Chapecó;Médico Legal;Traumatologia Forense;Lesão Corporal;ALEX
2025-02-04 11:22:00;2025;2025.25.171;Curitibanos;Lages;Criminalística;Perícias ambientais;Exame em Objeto Relacionado a Crime e/ou Dano Ambiental;ANGELA
2025-02-04 11:23:00;2025;2025.2.1498;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-04 11:25:00;2025;2025.5.347;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-04 12:57:00;2025;2024.1.3993;Joinville;Joinville;Criminalística;Documentoscopia;Exame Grafoscópico de Autoria Gráfica;BEATRIZ
2025-02-04 14:33:00;2025;2025.8.1872;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Busca de Vestígios de crime contra o patrimônio;FLÁVIO
2025-02-04 15:34:00;2025;2025.8.2047;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Busca de Vestígios de crime contra o patrimônio;FLÁVIO
2025-02-04 16:24:00;2025;2024.2.13222;Florianópolis;Florianópolis;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;NATALIA
2025-02-04 17:03:00;2025;2025.8.1989;Brusque;Balneário Camboriú;Criminalística;Merceologia;Exame em Objetos;ROSSANA
2025-02-04 17:44:00;2025;2024.4.7339;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;IURY
2025-02-04 18:34:00;2025;2025.33.565;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2025-02-05 09:56:00;2025;2025.19.625;Criciúma;Criciúma;Criminalística;Local de crime contra o patrimônio;Exame de Dano;FILIPE
2025-02-05 10:55:00;2025;2023.3.313;Joinville;Joinville;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MARCELO
2025-02-05 11:21:00;2025;2025.8.2111;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Mídia de Armazenamento Computacional;EDUARDO
2025-02-05 12:00:00;2025;2025.8.2111;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Mídia de Armazenamento Computacional;EDUARDO
2025-02-05 12:00:00;2025;2025.8.2111;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Mídia de Armazenamento Computacional;EDUARDO
2025-02-05 12:00:00;2025;2025.8.2111;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Mídia de Armazenamento Computacional;EDUARDO
2025-02-05 12:00:00;2025;2025.8.2111;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Mídia de Armazenamento Computacional;EDUARDO
2025-02-05 12:03:00;2025;2025.8.2115;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Máquina Eletrônica Programável (Caça-Níquel);RAFAEL
2025-02-05 13:01:00;2025;2025.2.1541;Unidade Virtual;Unidade Virtual;Criminalística;Áudio e Imagem;Comparação de Indivíduo por Imagem;FERNANDO
2025-02-05 13:05:00;2025;2022.4.5044;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;IURY
2025-02-05 13:10:00;2025;2024.8.10846;Balneário Camboriú;Balneário Camboriú;Médico Legal;Traumatologia Forense;Lesão Corporal;EDUARDO
2025-02-05 13:47:00;2025;2025.2.1545;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-05 13:51:00;2025;2025.2.1547;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-05 13:55:00;2025;2025.2.1548;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-05 14:00:00;2025;2025.2.1549;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-05 14:08:00;2025;2025.2.1550;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-05 14:55:00;2025;2025.8.2131;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Local de Furto;RUDY
2025-02-05 16:13:00;2025;2025.19.730;Criciúma;Criciúma;Criminalística;Local de crime contra o patrimônio;Exame de Dano;FILIPE
2025-02-05 16:18:00;2025;2025.28.238;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-05 17:25:00;2025;2021.2.12121;Florianópolis;Florianópolis;Criminalística;Informática Forense;Exame em equipamento de captação de áudio e/ou vídeo;ALEXANDRE
2025-02-06 08:13:00;2025;2025.19.397;Criciúma;Criciúma;Criminalística;Local de crime contra a vida;Local de Morte;FILIPE
2025-02-06 08:59:00;2025;2025.19.644;Unidade Virtual;Unidade Virtual;Criminalística;Áudio e Imagem;Estimativa de Velocidade por Videoanálise;LUCIANO
2025-02-06 09:26:00;2025;2025.2.1581;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 10:14:00;2025;2025.14.585;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-06 10:14:00;2025;2021.8.7711;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-02-06 10:18:00;2025;2025.2.1582;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 10:21:00;2025;2025.2.1584;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-06 10:24:00;2025;2025.2.1585;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 10:30:00;2025;2025.2.1589;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 10:31:00;2025;2025.8.2166;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-06 10:45:00;2025;2025.2.1591;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 10:52:00;2025;2025.2.1592;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 11:02:00;2025;2025.2.1593;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-02-06 11:09:00;2025;2025.2.1595;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 11:18:00;2025;2025.2.1596;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-06 12:19:00;2025;2025.8.1128;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2025-02-06 12:27:00;2025;2025.2.1587;Florianópolis;Florianópolis;Criminalística;Engenharia Forense;Medição de Níveis de Pressão Sonora;ANDRÉ
2025-02-06 12:41:00;2025;2025.21.455;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;JEFFERSON
2025-02-06 14:06:00;2025;2025.21.459;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;JEFFERSON
2025-02-06 14:26:00;2025;2025.21.461;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;JEFFERSON
2025-02-06 14:34:00;2025;2025.21.463;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Poluição;HENRIQUE
2025-02-06 17:04:00;2025;2025.33.137;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2025-02-06 17:39:00;2025;2024.23.783;Unidade Virtual;Unidade Virtual;Criminalística;Perícias ambientais;Local de Poluição;JOÃO
2025-02-07 09:07:00;2025;2024.20.2701;Lages;Lages;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ARTUR
2025-02-07 09:11:00;2025;2025.2.1634;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-07 09:24:00;2025;2025.3.155;Canoinhas;Joinville;Criminalística;Perícias ambientais;Local de Danos à Flora;MARCELO
2025-02-07 09:31:00;2025;2022.2.6346;Florianópolis;Florianópolis;Criminalística;Local de crime contra a vida;Local de Morte;LUÍS
2025-02-07 09:48:00;2025;2025.21.478;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Danos à Flora;JEFFERSON
2025-02-07 10:03:00;2025;2025.2.1637;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-07 10:10:00;2025;2025.19.613;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2025-02-07 10:12:00;2025;2025.19.613;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2025-02-07 10:41:00;2025;2024.24.2704;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;FILIPE
2025-02-07 11:33:00;2025;2025.2.1638;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-07 13:23:00;2025;2025.16.408;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-07 13:28:00;2025;2025.2.1640;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-07 14:40:00;2025;2025.12.451;Rio do Sul;Blumenau;Criminalística;Identificação de veículos;Identificação Veicular;RICARDO
2025-02-07 14:47:00;2025;2025.21.482;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;JEFFERSON
2025-02-07 15:07:00;2025;2025.2.1647;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-07 17:19:00;2025;2025.8.2220;Balneário Camboriú;Balneário Camboriú;Criminalística;Local de crime contra o patrimônio;Local de Furto;RUDY
2025-02-07 17:30:00;2025;2025.18.262;Concórdia;Chapecó;Criminalística;Identificação de veículos;Identificação Veicular;MAGDA
2025-02-07 17:33:00;2025;2025.19.777;Criciúma;Criciúma;Médico Legal;Traumatologia Forense;Parecer médico-legal;RAFAEL
2025-02-07 19:34:37;2025;2025.28.256;Xanxerê;Chapecó;Médico Legal;Traumatologia Forense;Lesão Corporal;DANY
2025-02-09 16:59:08;2025;2025.1.1528;Joinville;Joinville;Médico Legal;Tanatologia Forense;Necrópsia;RAFAEL
2025-02-10 08:24:00;2025;2025.19.829;Criciúma;Criciúma;Criminalística;Documentoscopia;Exame em Documentos Digitais;LUANA
2025-02-10 10:27:00;2025;2024.1.13179;Joinville;Joinville;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;RICHARD
2025-02-10 10:33:00;2025;2025.21.513;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Parcelamento de Solo;JEFFERSON
2025-02-10 14:01:00;2025;2025.4.861;Blumenau;Blumenau;Criminalística;Local de crime contra o patrimônio;Exame de Dano;ALYSSON
2025-02-10 14:03:00;2025;2025.9.527;Joinville;Joinville;Médico Legal;Anatomopatologia Forense;Exame anatomopatológico;FABIO
2025-02-10 14:23:00;2025;2025.2.1742;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-10 14:35:00;2025;2025.2.1743;Florianópolis;Florianópolis;Médico Legal;Psiquiatria Forense;Perícia Psiquiátrica;RAFAEL
2025-02-10 14:45:00;2025;2025.2.1744;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2025-02-10 15:04:00;2025;2025.12.494;Rio do Sul;Blumenau;Médico Legal;Traumatologia Forense;Lesão Corporal;RODOLFO
2025-02-10 15:23:00;2025;2024.2.11695;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;KARINA
2025-02-10 15:32:00;2025;2024.12.3990;Rio do Sul;Blumenau;Médico Legal;Traumatologia Forense;Lesão Corporal;RODOLFO
2025-02-10 15:33:00;2025;2025.12.495;Rio do Sul;Blumenau;Médico Legal;Traumatologia Forense;Lesão Corporal;RODOLFO
2025-02-10 15:56:00;2025;2024.8.16695;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2025-02-10 18:00:39;2025;2025.17.498;Araranguá;Criciúma;Médico Legal;Traumatologia Forense;Lesão Corporal;José
2025-02-10 21:54:00;2025;2023.19.4788;Criciúma;Criciúma;Médico Legal;Traumatologia Forense;Parecer médico-legal;João
2025-02-11 07:48:00;2025;2021.25.1553;Curitibanos;Lages;Criminalística;Perícias ambientais;Local de Danos à Flora;ANGELA
2025-02-11 10:28:00;2025;2024.9.4793;Lages;Lages;Criminalística;Local de crime contra o patrimônio;Local de Furto;ARTUR
2025-02-11 10:53:00;2025;2025.2.1580;Florianópolis;Florianópolis;Criminalística;Merceologia;Pirataria (Merceologia);CAMILA
2025-02-11 14:02:00;2025;2025.21.525;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;HENRIQUE
2025-02-11 14:26:00;2025;2022.8.16462;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 14:39:00;2025;2024.8.4325;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 14:41:00;2025;2025.2.1810;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 14:50:00;2025;2025.21.526;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;JEFFERSON
2025-02-11 14:54:00;2025;2025.2.1812;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 15:02:00;2025;2023.8.11285;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-02-11 15:04:00;2025;2025.2.1814;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 15:19:00;2025;2025.21.529;Palhoça;Palhoça;Criminalística;Perícias ambientais;Local de Intervenção em Área Protegida;JEFFERSON
2025-02-11 15:50:00;2025;2025.17.519;Unidade Virtual;Unidade Virtual;Criminalística;Áudio e Imagem;Comparação de Indivíduo por Imagem;FERNANDO
2025-02-11 16:53:00;2025;2025.12.530;Rio do Sul;Blumenau;Médico Legal;Traumatologia Forense;Lesão Corporal;RODOLFO
2025-02-11 17:04:00;2025;2025.9.436;Lages;Lages;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ARTUR
2025-02-11 18:05:00;2025;2025.2.1819;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 18:39:00;2025;2025.2.1820;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 18:42:00;2025;2025.2.1821;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 18:56:00;2025;2025.2.1822;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2025-02-11 18:59:00;2025;2025.2.1824;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 19:06:00;2025;2025.2.1825;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2025-02-11 19:15:00;2025;2024.8.15563;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
